part_id,staff,measure,onset_divisions,absolute_divisions,line,placement,syllabic,engraved_syllable,wordbuilder_token,extend,duration_divisions
P6,Tenor/Bass L,107,0,13506,1,above,single,"dim,","dim,",,48
P6,Tenor/Bass L,108,0,13650,1,above,single,with,with,,48
P6,Tenor/Bass L,108,48,13698,1,above,single,"love,","love,",yes,24
P6,Tenor/Bass L,110,0,13938,1,above,single,can,can,yes,96
P6,Tenor/Bass L,112,24,14346,1,above,single,night,night,yes,72
P6,Tenor/Bass L,113,168,14682,1,below,single,night,night,yes,24
P6,Tenor/Bass L,115,48,14946,1,above,single,Who,Who,yes,48
P6,Tenor/Bass L,116,24,15066,1,above,single,are,are,,24
P6,Tenor/Bass L,116,48,15090,1,above,single,we?,we?,,24
P6,Tenor/Bass L,117,48,15258,1,above,single,Warm,Warm,,24
P6,Tenor/Bass L,118,24,15330,1,above,single,hearts,hearts,,24
P6,Tenor/Bass L,119,24,15450,1,above,single,light,light,,24
P6,Tenor/Bass L,120,24,15546,1,above,single,Where,Where,,24
P6,Tenor/Bass L,120,48,15570,1,above,single,are,are,,24
P6,Tenor/Bass L,121,0,15642,1,above,single,we?,we?,,24
P6,Tenor/Bass L,122,0,15738,1,above,single,In,In,,24
P6,Tenor/Bass L,122,48,15786,1,above,single,the,the,,24
P6,Tenor/Bass L,124,0,15930,1,above,single,night.,night.,,24
P6,Tenor/Bass L,124,48,15978,1,above,single,Who,Who,,24
P6,Tenor/Bass L,125,12,16062,1,above,single,are,are,,12
P6,Tenor/Bass L,126,0,16134,1,above,single,we?,we?,,24
P6,Tenor/Bass L,127,0,16230,1,above,single,Warm,Warm,,12
P6,Tenor/Bass L,127,12,16242,1,above,single,hearts,hearts,,12
P6,Tenor/Bass L,127,48,16278,1,above,single,light.,light.,,24
P6,Tenor/Bass L,128,24,16374,1,above,single,Our,Our,,24
P6,Tenor/Bass L,129,24,16470,1,above,single,new,new,,24
P6,Tenor/Bass L,129,48,16494,1,above,single,home.,home.,,24
P6,Tenor/Bass L,130,36,16602,1,above,single,In,In,,12
P6,Tenor/Bass L,131,12,16662,1,above,single,the,the,,12
P6,Tenor/Bass L,132,12,16746,1,above,single,night.,night.,,12
P6,Tenor/Bass L,132,36,16770,1,above,single,Bring,Bring,,36
P6,Tenor/Bass L,133,36,16890,1,above,single,light.,light.,,36
P6,Tenor/Bass L,134,60,17022,1,above,single,(Light),(Light),,12
P6,Tenor/Bass L,135,12,17058,1,above,single,In,In,,12
P6,Tenor/Bass L,135,48,17094,1,above,single,the,the,yes,24
P6,Tenor/Bass L,137,36,17310,1,above,single,night.,night.,,12
P6,Tenor/Bass L,138,24,17382,1,above,single,We,We,,24
P6,Tenor/Bass L,138,60,17418,1,above,single,bring,bring,,12
P6,Tenor/Bass L,139,36,17502,1,above,single,light,light,,36
P6,Tenor/Bass L,140,24,17598,1,above,single,Hmm.,Hmm.,yes,48
P6,Tenor/Bass L,141,24,17742,1,above,single,Hmm.,Hmm.,yes,48
P6,Tenor/Bass L,142,48,17910,1,above,single,Hmm.,Hmm.,yes,24
P6,Tenor/Bass L,144,48,18198,1,above,single,Hmm.,Hmm.,yes,24
P6,Tenor/Bass L,148,0,18678,1,above,single,Hmm.,Hmm.,,72
P6,Tenor/Bass L,149,0,18822,1,above,single,Hmm.,Hmm.,yes,72
